zero_index,gamma,C_phi,is_convex,norm_center,norm_plus,norm_minus
28801,24847.388569652,2.182064870e-104,True,6.709405968e-97,6.708196104e-97,6.710616051e-97
28901,24923.224405304,1.101264928e-104,True,3.386168730e-97,3.385558124e-97,3.386779447e-97
29001,24999.024046416,5.559795613e-105,True,1.709522645e-97,1.709214378e-97,1.709830968e-97
29101,25074.938599241,2.803981164e-105,True,8.621664590e-98,8.620109900e-98,8.623219560e-98
29201,25150.472269084,1.419000435e-105,True,4.363137889e-98,4.362351112e-98,4.363924808e-98
29301,25225.787356723,7.195263434e-106,True,2.212395303e-98,2.211996356e-98,2.212794322e-98
29401,25302.588091187,3.599911982e-106,True,1.106900742e-98,1.106701141e-98,1.107100378e-98
29501,25377.606951847,1.830275503e-106,True,5.627720266e-99,5.626705455e-99,5.628735260e-99
29601,25452.661404457,9.302526531e-107,True,2.860335304e-99,2.859819518e-99,2.860851183e-99
29701,25529.050572820,4.671515676e-107,True,1.436397375e-99,1.436138358e-99,1.436656438e-99
29801,25604.169711920,2.372956066e-107,True,7.296351246e-100,7.295035541e-100,7.297667187e-100
29901,25680.306842340,1.194356474e-107,True,3.672403371e-100,3.671741149e-100,3.673065711e-100
30001,25755.713015460,6.051188531e-108,True,1.860619093e-100,1.860283580e-100,1.860954667e-100
30101,25830.848632724,3.073319120e-108,True,9.449831711e-101,9.448127683e-101,9.451536046e-101
30201,25906.224398760,1.557520744e-108,True,4.789059639e-101,4.788196059e-101,4.789923376e-101
30301,25982.047647444,7.861540500e-109,True,2.417263869e-101,2.416827979e-101,2.417699837e-101
30401,26057.748892213,3.972453819e-109,True,1.221449868e-101,1.221229612e-101,1.221670164e-101
30501,26133.020657924,2.015081801e-109,True,6.195966864e-102,6.194849584e-102,6.197084344e-102
30601,26208.298589426,1.022121083e-109,True,3.142811840e-102,3.142245117e-102,3.143378665e-102
30701,26283.400734602,5.192776676e-110,True,1.596673287e-102,1.596385369e-102,1.596961257e-102
30801,26358.634721788,2.635002469e-110,True,8.102097046e-103,8.100636046e-103,8.103558309e-103
30901,26434.583149083,1.328510598e-110,True,4.084896458e-103,4.084159854e-103,4.085633194e-103
31001,26509.949957120,6.733261956e-111,True,2.070343006e-103,2.069969674e-103,2.070716405e-103
31101,26584.803763275,3.428436231e-111,True,1.054174449e-103,1.053984356e-103,1.054364576e-103
31201,26660.193530932,1.737268873e-111,True,5.341753287e-104,5.340790043e-104,5.342716705e-104
31301,26735.378437030,8.819447581e-112,True,2.711798464e-104,2.711309463e-104,2.712287553e-104
31401,26810.316666741,4.487257139e-112,True,1.379739149e-104,1.379490349e-104,1.379987993e-104
31501,26885.334781562,2.281430891e-112,True,7.014936296e-105,7.013671338e-105,7.016201483e-105
31601,26961.312120897,1.149945706e-112,True,3.535852362e-105,3.535214764e-105,3.536490075e-105
31701,27036.061041108,5.860818246e-113,True,1.802084045e-105,1.801759087e-105,1.802409062e-105
31801,27110.845716275,2.986064310e-113,True,9.181548714e-106,9.179893064e-106,9.183204663e-106
31901,27185.892289458,1.517801001e-113,True,4.666929531e-106,4.666087973e-106,4.667771240e-106
32001,27260.844177719,7.721486568e-114,True,2.374200175e-106,2.373772051e-106,2.374628377e-106
32101,27336.176464886,3.914693282e-114,True,1.203687550e-106,1.203470496e-106,1.203904642e-106
32201,27410.886417381,1.995861940e-114,True,6.136875120e-107,6.135768497e-107,6.137981943e-107
32301,27486.143740827,1.012559371e-114,True,3.113416924e-107,3.112855501e-107,3.113978447e-107
32401,27560.843552584,5.162904627e-115,True,1.587488218e-107,1.587201956e-107,1.587774531e-107
32501,27635.512321343,2.633230622e-115,True,8.096648859e-108,8.095188842e-108,8.098109140e-108
32601,27711.212063172,1.330597637e-115,True,4.091313668e-108,4.090575908e-108,4.092051562e-108
32701,27786.085209981,6.773931727e-116,True,2.082846286e-108,2.082470700e-108,2.083221940e-108
32801,27860.578958326,3.460360708e-116,True,1.063989641e-108,1.063797779e-108,1.064181538e-108
32901,27935.158923844,1.766297776e-116,True,5.431001845e-109,5.430022507e-109,5.431981360e-109
33001,28009.918367675,9.001250886e-117,True,2.767704107e-109,2.767205025e-109,2.768203279e-109
33101,28084.926313721,4.576886998e-117,True,1.407298497e-109,1.407044727e-109,1.407552312e-109
33201,28159.628506741,2.333641284e-117,True,7.175466274e-110,7.174172368e-110,7.176760413e-110
33301,28234.286092868,1.190342454e-117,True,3.660064284e-110,3.659404288e-110,3.660724399e-110
33401,28308.968716543,6.070332263e-118,True,1.866505402e-110,1.866168827e-110,1.866842038e-110
33501,28383.621992189,3.096482919e-118,True,9.521047175e-111,9.519330305e-111,9.522764354e-111
33601,28458.322492451,1.578845371e-118,True,4.854620100e-111,4.853744697e-111,4.855495661e-111
33701,28532.601987365,8.080868563e-119,True,2.484702817e-111,2.484254766e-111,2.485150948e-111
33801,28606.877752425,4.136115011e-119,True,1.271769078e-111,1.271539748e-111,1.271998449e-111
33901,28682.409873153,2.093175916e-119,True,6.436090504e-112,6.434929925e-112,6.437251292e-112
34001,28757.060109636,1.067758652e-119,True,3.283140812e-112,3.282548784e-112,3.283732946e-112
34101,28831.431972675,5.460477038e-120,True,1.678985695e-112,1.678682934e-112,1.679288510e-112
34201,28905.888036164,2.790347865e-120,True,8.579752315e-113,8.578205183e-113,8.581299726e-113
34301,28980.659423934,1.421841798e-120,True,4.371874491e-113,4.371086139e-113,4.372662985e-113
34401,29054.946357529,7.276815252e-121,True,2.237472767e-113,2.237069298e-113,2.237876309e-113
34501,29129.379916750,3.719265898e-121,True,1.143598666e-113,1.143392448e-113,1.143804921e-113
34601,29203.384920538,1.908320653e-121,True,5.867698071e-114,5.866639986e-114,5.868756346e-114
34701,29277.929010684,9.743918166e-122,True,2.996062012e-114,2.995521752e-114,2.996602371e-114
34801,29352.600034727,4.969587625e-122,True,1.528047169e-114,1.527771626e-114,1.528322762e-114
34901,29426.833560288,2.544600269e-122,True,7.824128612e-115,7.822717736e-115,7.825539741e-115
35001,29501.069647550,1.302893032e-122,True,4.006131207e-115,4.005408807e-115,4.006853738e-115
35101,29575.199215827,6.677518166e-123,True,2.053201104e-115,2.052830863e-115,2.053571411e-115
35201,29649.384104665,3.420619492e-123,True,1.051770951e-115,1.051581292e-115,1.051960645e-115
35301,29724.102494900,1.743834385e-123,True,5.361936260e-116,5.360969376e-116,5.362903318e-116
35401,29798.201769144,8.939849242e-124,True,2.748821882e-116,2.748326205e-116,2.749317649e-116
35501,29872.452205593,4.576813142e-124,True,1.407277020e-116,1.407023254e-116,1.407530831e-116
35601,29946.437142204,2.348745106e-124,True,7.221913759e-117,7.220611477e-117,7.223216275e-117
35701,30020.543168819,1.204021930e-124,True,3.702122694e-117,3.701455114e-117,3.702790394e-117
35801,30095.123008687,6.145786134e-125,True,1.889704296e-117,1.889363538e-117,1.890045116e-117
35901,30168.939221548,3.158712600e-125,True,9.712416092e-118,9.710664714e-118,9.714167786e-118
36001,30243.065675868,1.618934898e-125,True,4.977895716e-118,4.976998084e-118,4.978793510e-118
36101,30317.324072224,8.287631870e-126,True,2.548282780e-118,2.547823264e-118,2.548742378e-118
36201,30390.967514582,4.266200036e-126,True,1.311769786e-118,1.311533243e-118,1.312006372e-118
36301,30464.927591360,2.189834387e-126,True,6.733295546e-119,6.732081374e-119,6.734509938e-119
36401,30538.938555929,1.123523187e-126,True,3.454605446e-119,3.453982499e-119,3.455228505e-119
36501,30613.650715049,5.728051603e-127,True,1.761259422e-119,1.760941826e-119,1.761577076e-119
36601,30687.096383186,2.953870244e-127,True,9.082550549e-120,9.080912750e-120,9.084188643e-120
36701,30761.130318382,1.515207918e-127,True,4.658956395e-120,4.658116275e-120,4.659796666e-120
36801,30835.041083080,7.781013258e-128,True,2.392499233e-120,2.392067809e-120,2.392930735e-120
36901,30908.953422032,3.995695645e-128,True,1.228595171e-120,1.228373626e-120,1.228816756e-120
37001,30983.188005610,2.045914434e-128,True,6.290771069e-121,6.289636695e-121,6.291905649e-121
37101,31057.295006272,1.048774619e-128,True,3.224768748e-121,3.224187246e-121,3.225350355e-121
37201,31131.013587188,5.395080556e-129,True,1.658877572e-121,1.658578437e-121,1.659176761e-121
37301,31205.013521482,2.768291982e-129,True,8.511935150e-122,8.510400247e-122,8.513470330e-122
37401,31278.204143640,1.430855975e-129,True,4.399583536e-122,4.398790187e-122,4.400377028e-122
37501,31351.781812145,7.369906498e-130,True,2.266100386e-122,2.265691755e-122,2.266509091e-122
37601,31425.489500092,3.791588139e-130,True,1.165836267e-122,1.165626039e-122,1.166046532e-122
37701,31499.657891662,1.942564447e-130,True,5.972990829e-123,5.971913758e-123,5.974068095e-123
37801,31573.861781525,9.949258354e-131,True,3.059194729e-123,3.058643084e-123,3.059746474e-123
37901,31647.422969930,5.125341637e-131,True,1.575938391e-123,1.575654212e-123,1.576222621e-123
38001,31720.979313493,2.640425465e-131,True,8.118771549e-124,8.117307543e-124,8.120235819e-124
38101,31794.558095236,1.359992048e-131,True,4.181706407e-124,4.180952347e-124,4.182460603e-124
38201,31868.548549202,6.978920093e-132,True,2.145876057e-124,2.145489105e-124,2.146263079e-124
38301,31941.778568523,3.605929292e-132,True,1.108749956e-124,1.108550022e-124,1.108949926e-124
38401,32015.248763685,1.859112424e-132,True,5.716392768e-125,5.715361968e-125,5.717423755e-125
38501,32088.871549787,9.571864479e-133,True,2.943153788e-125,2.942623068e-125,2.943684604e-125
38601,32162.796454939,4.914782783e-133,True,1.511195817e-125,1.510923313e-125,1.511468371e-125
38701,32236.459868964,2.529508421e-133,True,7.777724172e-126,7.776321665e-126,7.779126933e-126
38801,32309.977143208,1.303585280e-133,True,4.008266783e-126,4.007543998e-126,4.008989699e-126
38901,32383.384519176,6.724726964e-134,True,2.067716851e-126,2.067343993e-126,2.068089777e-126
39001,32456.558487071,3.476347142e-134,True,1.068906081e-126,1.068713332e-126,1.069098865e-126
39101,32529.905346412,1.794301131e-134,True,5.517101579e-127,5.516106715e-127,5.518096622e-127
39201,32603.529059980,9.238082327e-135,True,2.840522559e-127,2.840010346e-127,2.841034865e-127
39301,32677.162830017,4.755875451e-135,True,1.462332472e-127,1.462068779e-127,1.462596213e-127
39401,32750.234735457,2.460808820e-135,True,7.566486897e-128,7.565122480e-128,7.567851559e-128
39501,32824.107984473,1.264116768e-135,True,3.886908869e-128,3.886207968e-128,3.887609897e-128
39601,32897.446797123,6.525167236e-136,True,2.006352798e-128,2.005991005e-128,2.006714656e-128
39701,32970.698123813,3.370832670e-136,True,1.036460709e-128,1.036273811e-128,1.036647641e-128
39801,33044.240870295,1.736766864e-136,True,5.340195733e-129,5.339232769e-129,5.341158870e-129
39901,33117.413070514,8.978358362e-137,True,2.760657811e-129,2.760159999e-129,2.761155712e-129
40001,33190.804967059,4.632233816e-137,True,1.424320233e-129,1.424063394e-129,1.424577118e-129
40101,33264.108917872,2.391827971e-137,True,7.354397629e-130,7.353071457e-130,7.355724040e-130
40201,33337.311936554,1.236135771e-137,True,3.800859569e-130,3.800174184e-130,3.801545077e-130
40301,33410.198492916,6.406785309e-138,True,1.969952784e-130,1.969597555e-130,1.970308077e-130
40401,33483.368261115,3.312112614e-138,True,1.018405518e-130,1.018221875e-130,1.018589194e-130
40501,33556.754084229,1.708922712e-138,True,5.254599169e-131,5.253651640e-131,5.255546868e-131
40601,33630.386627758,8.797836031e-139,True,2.705155764e-131,2.704667961e-131,2.705643656e-131
40701,33703.844886412,4.536389049e-139,True,1.394849870e-131,1.394598346e-131,1.395101440e-131
40801,33776.589020296,2.354192753e-139,True,7.238676865e-132,7.237371561e-132,7.239982405e-132
40901,33849.837694819,1.216180254e-139,True,3.739513602e-132,3.738839280e-132,3.740188047e-132
41001,33923.099893869,6.282065074e-140,True,1.931603937e-132,1.931255624e-132,1.931952314e-132
41101,33996.250740653,3.248190218e-140,True,9.987507204e-133,9.985706221e-133,9.989308513e-133
41201,34068.965354583,1.686118204e-140,True,5.184470773e-133,5.183535891e-133,5.185405824e-133
41301,34141.723166627,8.749156384e-141,True,2.690187747e-133,2.689702643e-133,2.690672939e-133
41401,34215.012084922,4.518198131e-141,True,1.389251651e-133,1.389001136e-133,1.389502211e-133
41501,34288.193666695,2.335513690e-141,True,7.181242394e-134,7.179947447e-134,7.182537575e-134
41601,34361.174507081,1.209447996e-141,True,3.718813167e-134,3.718142577e-134,3.719483878e-134
41701,34434.016102123,6.271028490e-142,True,1.928210409e-134,1.927862707e-134,1.928558174e-134
41801,34506.664146589,3.257217655e-142,True,1.001526479e-134,1.001345880e-134,1.001707111e-134
41901,34579.935844680,1.682335260e-142,True,5.172829954e-135,5.171897171e-135,5.173762906e-135
42001,34652.914767346,8.712124649e-143,True,2.678801207e-135,2.678318156e-135,2.679284345e-135
42101,34725.413290196,4.531237905e-143,True,1.393265971e-135,1.393014733e-135,1.393517255e-135
42201,34798.572091573,2.342751635e-143,True,7.203472513e-136,7.202173557e-136,7.204771704e-136
42301,34871.715747261,1.211414257e-143,True,3.724852566e-136,3.724180887e-136,3.725524366e-136
42401,34944.945149732,6.259286533e-144,True,1.924600014e-136,1.924252963e-136,1.924947127e-136
42501,35017.081660527,3.266143551e-144,True,1.004272751e-136,1.004091657e-136,1.004453878e-136
42601,35090.509231903,1.684573134e-144,True,5.179729030e-137,5.178795002e-137,5.180663226e-137
42701,35163.488323358,8.723730791e-145,True,2.682369879e-137,2.681886184e-137,2.682853661e-137
42801,35235.770277585,4.546151377e-145,True,1.397849120e-137,1.397597055e-137,1.398101231e-137
42901,35309.013938130,2.348652093e-145,True,7.221640406e-138,7.220338173e-138,7.222942873e-138
43001,35381.400241836,1.222793746e-145,True,3.759835614e-138,3.759157627e-138,3.760513724e-138
43101,35454.397436321,6.331293142e-146,True,1.946747331e-138,1.946396287e-138,1.947098439e-138
43201,35526.744160535,3.297472386e-146,True,1.013905737e-138,1.013722906e-138,1.014088601e-138
43301,35599.453592180,1.711783322e-146,True,5.263385739e-139,5.262436626e-139,5.264335023e-139
43401,35672.314084682,8.874095350e-147,True,2.728608699e-139,2.728116666e-139,2.729100820e-139
43501,35745.173559663,4.600506535e-147,True,1.414559774e-139,1.414304696e-139,1.414814899e-139
43601,35817.519874895,2.396046518e-147,True,7.367343140e-140,7.366014634e-140,7.368671886e-140
43701,35890.598261626,1.239699740e-147,True,3.811831349e-140,3.811143985e-140,3.812518836e-140
43801,35962.945203220,6.456619099e-148,True,1.985275662e-140,1.984917670e-140,1.985633719e-140
43901,36035.509540927,3.356135277e-148,True,1.031945187e-140,1.031759103e-140,1.032131305e-140
44001,36108.374255953,1.739798659e-148,True,5.349536490e-141,5.348571842e-141,5.350501312e-141
44101,36180.878129781,9.048395463e-149,True,2.782202547e-141,2.781700851e-141,2.782704335e-141
44201,36253.131085381,4.716591807e-149,True,1.450253550e-141,1.449992035e-141,1.450515112e-141
44301,36325.891862851,2.447338674e-149,True,7.525068961e-142,7.523712013e-142,7.526426154e-142
44401,36398.224787921,1.274782526e-149,True,3.919697163e-142,3.918990349e-142,3.920404104e-142
44501,36470.835285118,6.623543512e-150,True,2.036608555e-142,2.036241307e-142,2.036975870e-142
44601,36543.507321022,3.439584409e-150,True,1.057600447e-142,1.057409737e-142,1.057791192e-142
44701,36616.164324250,1.786400795e-150,True,5.492809736e-143,5.491819253e-143,5.493800398e-143
44801,36688.143124231,9.334825118e-151,True,2.870273960e-143,2.869756382e-143,2.870791632e-143
44901,36760.793037616,4.848494098e-151,True,1.490816000e-143,1.490547171e-143,1.491084878e-143
45001,36832.958686649,2.529329967e-151,True,7.777161788e-144,7.775759382e-144,7.778564447e-144
45101,36905.396353458,1.316246836e-151,True,4.047184397e-144,4.046454594e-144,4.047914332e-144
45201,36978.108491587,6.832707647e-152,True,2.100922404e-144,2.100543558e-144,2.101301318e-144
45301,37050.271924692,3.564499890e-152,True,1.096013184e-144,1.095815547e-144,1.096210857e-144
45401,37122.696938656,1.855160700e-152,True,5.704232068e-145,5.703203460e-145,5.705260861e-145
45501,37195.192422698,9.649070132e-153,True,2.966898098e-145,2.966363096e-145,2.967433196e-145
45601,37267.499395799,5.027243018e-153,True,1.545775036e-145,1.545496296e-145,1.546053826e-145
45701,37339.817099808,2.618971365e-153,True,8.052818776e-146,8.051366662e-146,8.054271151e-146
45801,37412.026596593,1.365707378e-153,True,4.199265220e-146,4.198507993e-146,4.200022583e-146
45901,37484.421533995,7.109766282e-154,True,2.186112427e-146,2.185718219e-146,2.186506706e-146
46001,37556.556930719,3.709987113e-154,True,1.140743625e-146,1.140537922e-146,1.140949365e-146
46101,37628.660787463,1.936466333e-154,True,5.954250741e-147,5.953177049e-147,5.955324627e-147
46201,37701.361266305,1.005340979e-154,True,3.091219168e-147,3.090661749e-147,3.091776689e-147
46301,37773.318988261,5.254410082e-155,True,1.615627122e-147,1.615335786e-147,1.615918510e-147
46401,37845.782466089,2.733734088e-155,True,8.405661887e-148,8.404146147e-148,8.407177899e-148
46501,37917.076726146,1.437360629e-155,True,4.419583987e-148,4.418787031e-148,4.420381086e-148
46601,37989.798887572,7.460767539e-156,True,2.294030354e-148,2.293616686e-148,2.294444096e-148
46701,38061.483817024,3.908963299e-156,True,1.201928854e-148,1.201712118e-148,1.202145629e-148
46801,38134.033559418,2.032147931e-156,True,6.248441788e-149,6.247315047e-149,6.249568733e-149
46901,38205.980129635,1.062211717e-156,True,3.266079382e-149,3.265490431e-149,3.266668440e-149
47001,38277.870235459,5.555040262e-157,True,1.708058969e-149,1.707750966e-149,1.708367028e-149
47101,38350.097903511,2.896275793e-157,True,8.905474825e-150,8.903868957e-150,8.907080982e-150
47201,38422.409957349,1.508911170e-157,True,4.639603239e-150,4.638766609e-150,4.640440020e-150
47301,38494.318449826,7.889860230e-158,True,2.425967422e-150,2.425529962e-150,2.426404960e-150
47401,38566.441581892,4.117478899e-158,True,1.266043275e-150,1.265814977e-150,1.266271613e-150
47501,38638.504467906,2.149966331e-158,True,6.610709336e-151,6.609517269e-151,6.611901618e-151
47601,38710.351832819,1.124797626e-158,True,3.458530111e-151,3.457906456e-151,3.459153878e-151
47701,38782.830010353,5.851256324e-159,True,1.799139250e-151,1.798814823e-151,1.799463736e-151
47801,38854.757674738,3.058980120e-159,True,9.405758462e-152,9.404062381e-152,9.407454848e-152
47901,38926.407059379,1.603234192e-159,True,4.929610633e-152,4.928721707e-152,4.930499718e-152
48001,38998.737122212,8.351225405e-160,True,2.567827565e-152,2.567364525e-152,2.568290689e-152
48101,39070.569809636,4.369687894e-160,True,1.343590217e-152,1.343347936e-152,1.343832542e-152
48201,39142.855954028,2.277070133e-160,True,7.001515553e-153,7.000253015e-153,7.002778320e-153
48301,39214.161270313,1.197133509e-160,True,3.680935741e-153,3.680271982e-153,3.681599621e-153
48401,39286.293982065,6.246947994e-161,True,1.920809557e-153,1.920463189e-153,1.921155986e-153
48501,39357.725824697,3.280483324e-161,True,1.008683705e-153,1.008501815e-153,1.008865627e-153
48601,39429.833902850,1.712223168e-161,True,5.264747446e-154,5.263798088e-154,5.265696976e-154
48701,39501.583527667,8.965781436e-162,True,2.756790698e-154,2.756293584e-154,2.757287902e-154
48801,39573.357070939,4.693741983e-162,True,1.443232770e-154,1.442972521e-154,1.443493066e-154
48901,39645.455091476,2.450089179e-162,True,7.533526237e-155,7.532167765e-155,7.534884955e-155
49001,39717.124842533,1.283869599e-162,True,3.947638223e-155,3.946926371e-155,3.948350204e-155
49101,39788.761014898,6.729622182e-163,True,2.069225781e-155,2.068852651e-155,2.069598979e-155
49201,39860.724404846,3.517062499e-163,True,1.081426536e-155,1.081231529e-155,1.081621578e-155
49301,39932.640912078,1.838876802e-163,True,5.654181659e-156,5.653162077e-156,5.655201426e-156
49401,40004.335209262,9.633815011e-164,True,2.962188383e-156,2.961654230e-156,2.962722632e-156
49501,40076.004122441,5.048090097e-164,True,1.552226150e-156,1.551946247e-156,1.552506104e-156
49601,40147.189303192,2.657247999e-164,True,8.169427600e-157,8.167954459e-157,8.170901007e-157
49701,40219.294966662,1.387085303e-164,True,4.264063093e-157,4.263294181e-157,4.264832143e-157
49801,40290.915546986,7.272971108e-165,True,2.235399845e-157,2.234996749e-157,2.235803013e-157
49901,40362.480037433,3.834918386e-165,True,1.172482746e-157,1.172271320e-157,1.172694210e-157
50001,40434.228944424,1.986674849e-165,True,6.139535622e-158,6.138428518e-158,6.140642924e-158
50101,40505.865486028,9.492189662e-166,True,3.218137629e-158,3.217557320e-158,3.218718033e-158
50201,40577.483608875,6.227002386e-166,True,1.687119444e-158,1.686815223e-158,1.687423727e-158
50301,40649.686705369,2.754148544e-166,True,8.798249403e-159,8.796662881e-159,8.799836200e-159
50401,40721.260779567,-1.499965786e-166,True,4.614344376e-159,4.613512354e-159,4.615176248e-159
50501,40792.535936121,9.392429403e-166,True,2.426577695e-159,2.426140921e-159,2.427015408e-159
50601,40864.169552231,-4.129039511e-167,True,1.271963862e-159,1.271734670e-159,1.272193014e-159
50701,40935.127007587,-2.201535539e-167,True,6.708166592e-160,6.706951234e-160,6.709381729e-160
50801,41006.612089942,-1.132370372e-167,True,3.521021052e-160,3.520389561e-160,3.521652431e-160
50901,41078.694447278,-3.930098516e-168,True,1.838182513e-160,1.837913714e-160,1.838451273e-160
51001,41150.329467291,-6.822478963e-168,True,9.635088731e-161,9.632524502e-161,9.637652277e-161
51101,41221.483858664,0.000000000e+00,True,5.073541184e-161,5.073541184e-161,5.073541184e-161
51201,41293.241018124,0.000000000e+00,True,2.658032870e-161,2.658032870e-161,2.658032870e-161
51301,41364.812820511,0.000000000e+00,True,1.388112394e-161,1.388112394e-161,1.388112394e-161
51401,41436.236182602,0.000000000e+00,True,7.372056772e-162,7.372056772e-162,7.372056772e-162
51501,41507.532045545,0.000000000e+00,True,3.849931087e-162,3.849931087e-162,3.849931087e-162
51601,41578.767804854,0.000000000e+00,True,2.222758749e-162,2.222758749e-162,2.222758749e-162
51701,41650.321996961,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
51801,41721.679052435,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
51901,41793.088277285,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52001,41864.551775152,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52101,41936.022907339,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52201,42007.199370649,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52301,42078.452336699,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52401,42149.324629660,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52501,42221.001434109,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52601,42292.565337550,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52701,42363.808224287,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52801,42434.852704065,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
52901,42506.717859961,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53001,42577.803043289,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53101,42648.814538001,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53201,42719.719631696,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53301,42790.747907753,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53401,42862.263172142,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53501,42933.356999350,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53601,43004.729756262,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53701,43075.580050912,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53801,43146.961308642,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
53901,43217.893503269,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54001,43289.018319572,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54101,43359.779985173,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54201,43430.828061050,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54301,43502.533721724,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54401,43573.299946939,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54501,43644.298960726,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54601,43715.247793811,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54701,43786.301366264,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54801,43857.591921942,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
54901,43928.302588248,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55001,43999.278018163,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55101,44070.082302305,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55201,44141.003430583,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55301,44212.046241331,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55401,44283.386223257,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55501,44354.547338848,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55601,44424.782399675,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55701,44495.771267870,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55801,44566.929210553,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
55901,44637.557307077,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56001,44708.902414450,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56101,44779.221438845,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56201,44849.807396697,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56301,44920.609807741,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56401,44991.409532603,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56501,45062.436927275,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56601,45132.894685113,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56701,45203.703874193,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56801,45274.644517659,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
56901,45345.496969410,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57001,45416.308765906,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57101,45486.986710446,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57201,45557.287245355,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57301,45628.242035663,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57401,45698.801731176,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57501,45769.503168359,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57601,45840.107249036,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
57701,45910.274407579,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
