zero_index,gamma,C_phi,is_convex,norm_center,norm_plus,norm_minus
86801,66026.559568384,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
86901,66094.931108687,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87001,66162.425913227,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87101,66230.476031320,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87201,66298.080155288,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87301,66366.121400142,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87401,66433.676607158,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87501,66501.557341169,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87601,66569.320290146,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87701,66637.401204217,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87801,66704.828328338,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
87901,66773.195678621,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88001,66840.412489159,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88101,66908.251930037,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88201,66975.755293314,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88301,67043.936561368,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88401,67111.375667990,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88501,67179.668176939,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88601,67247.204168710,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88701,67314.588962206,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88801,67382.361143486,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
88901,67450.033610421,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89001,67518.085779612,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89101,67585.626840257,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89201,67653.603356245,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89301,67720.624823840,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89401,67788.743234176,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89501,67855.964756932,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89601,67924.078872393,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89701,67991.492586005,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89801,68059.681990975,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
89901,68126.319533945,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90001,68194.352794812,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90101,68261.847599543,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90201,68329.360568144,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90301,68397.143510507,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90401,68464.716173141,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90501,68532.223332968,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90601,68599.740477224,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90701,68667.774232896,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90801,68734.947820250,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
90901,68802.738442998,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91001,68870.288423966,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91101,68938.027136565,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91201,69005.040334556,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91301,69072.746607987,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91401,69140.366994558,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91501,69207.795401387,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91601,69275.191776855,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91701,69342.744066252,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91801,69410.375281815,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
91901,69477.755093431,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92001,69545.884328701,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92101,69612.683835522,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92201,69680.124283609,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92301,69747.795597813,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92401,69815.193807522,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92501,69882.468567378,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92601,69949.706099237,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92701,70017.450884462,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92801,70084.972083774,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
92901,70152.742977090,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93001,70219.717585310,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93101,70286.814374554,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93201,70354.629799462,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93301,70421.869131307,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93401,70489.214735819,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93501,70556.568801167,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93601,70624.208704160,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93701,70691.540845573,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93801,70758.739614327,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
93901,70826.030653587,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94001,70893.252072046,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94101,70960.680239091,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94201,71028.164651492,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94301,71095.678383043,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94401,71162.753191152,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94501,71229.590289899,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94601,71297.399264894,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94701,71364.372672102,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94801,71432.139044461,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
94901,71499.033428293,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95001,71566.543030740,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95101,71634.025956193,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95201,71700.629443325,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95301,71768.250936230,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95401,71835.378519482,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95501,71902.910596391,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95601,71969.978779523,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95701,72037.233241418,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95801,72104.302716136,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
95901,72171.651966666,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96001,72238.903399344,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96101,72306.139892982,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96201,72373.447661076,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96301,72440.311281697,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96401,72507.214618992,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96501,72574.857192817,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96601,72641.832022918,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96701,72709.566148559,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96801,72775.965905601,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
96901,72842.966400330,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97001,72910.657134155,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97101,72977.827094796,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97201,73044.716010994,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97301,73111.741459455,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97401,73178.824927244,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97501,73246.255715158,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97601,73313.251790672,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97701,73380.471456464,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97801,73447.288175615,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
97901,73514.113312886,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98001,73581.218909096,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98101,73648.429458699,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98201,73715.704865805,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98301,73782.448988839,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98401,73849.663025361,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98501,73916.976442531,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98601,73983.335328720,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98701,74050.859647728,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98801,74118.183050934,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
98901,74184.785764875,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99001,74252.005007549,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99101,74318.543238897,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99201,74386.236537703,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99301,74453.298662097,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99401,74519.454514543,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99501,74586.913897286,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99601,74653.661847823,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99701,74720.479890513,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99801,74787.566593425,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
99901,74854.524152818,0.000000000e+00,True,0.000000000e+00,0.000000000e+00,0.000000000e+00
