T,S_score,norm_T_phi,F_0,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8
5.583050847457628,1.207321893204135,29.98792817454192,26.69940633671557,12.355732105948903,5.3149076414178555,2.1589917969809225,0.8475505567826894,0.3273696652652782,0.12559257548823188,0.04805318090649387,0.018366572262260628
5.647457627118644,1.0338103113158348,33.735098302416276,30.10030735368714,13.798012946441796,5.905803157326331,2.3936111097343273,0.9387952236885254,0.36248441933773157,0.13904507964604282,0.05319748867675131,0.02033239027832382
5.711864406779661,0.8345080738069035,34.154949753248054,30.410844124487756,14.070050992342859,6.05244296013145,2.4591454145624785,0.9655669357495593,0.3729908837031542,0.14310082981939284,0.054752968149130915,0.020927458440221248
5.7762711864406775,0.8974587380693116,36.91551936259119,32.8864928686007,15.179444454176531,6.521772265064573,2.6485713706466854,1.0397787051244292,0.40163701473808827,0.15408824552113418,0.05895654346197423,0.022534073149989335
5.840677966101695,0.9386341763629569,38.039868552559355,33.83914482005694,15.71791259733897,6.776031507021847,2.7565202236703272,1.0829937267308816,0.41846379111989185,0.16056417925851943,0.06143734809106255,0.023482715909640482
5.9050847457627125,1.1186970387095148,42.21069469342223,37.611419504614034,17.344384956082216,7.448999746760295,3.0251075149947733,1.1876985639817816,0.4587990563123737,0.17602283983688016,0.06734973704079299,0.025742178952846025
5.969491525423729,0.9246785750494722,44.88038210854739,39.985202590821,18.449008199220835,7.926062099183525,3.219630518519116,1.2642552848900888,0.48840586200444736,0.18738713462309511,0.07169874367473625,0.027404560418276006
6.033898305084746,1.0130303272638563,46.50159920393021,41.37979257869635,19.192903888756955,8.26901014617934,3.3637451993635237,1.3217095041540052,0.5107409301044946,0.19597765936239023,0.07498882717957223,0.02866255193352261
6.098305084745762,1.030792284516457,51.09653309460864,45.52501244448482,21.001287555084847,9.022423335847499,3.665509506473217,1.439541300122867,0.5561644442774217,0.21339120258401298,0.08164960094057962,0.03120812030504921
6.16271186440678,0.9624404604200276,54.63641433902643,48.68397096614404,22.448123097060428,9.641921122627236,3.9170546010197853,1.538363755156203,0.5943552304363243,0.22804640092300707,0.08725742154415218,0.033351590531697874
6.227118644067797,0.7237415944628371,58.126544676763054,51.78829743788488,23.890662760611757,10.264297527439455,4.170701293992691,1.638174306029985,0.6329536823804401,0.24286193841852624,0.09292717363339408,0.035518817491978376
6.291525423728814,0.7904525420314422,60.1035235087359,53.48038137245898,24.81116239682493,10.692051972960531,4.351071634968431,1.710192566846517,0.6609685569057415,0.2536398236638344,0.09705541036418472,0.037097345342933824
6.3559322033898304,1.0691478138241297,64.52331329367463,57.42882615722563,26.611137067768116,11.460700275602209,4.662765554779529,1.8325789771710432,0.7082562094912184,0.2717844369689685,0.10399825734306312,0.03975107189010863
6.420338983050847,1.2802346702291092,69.95184794275872,62.30319602418451,28.783249676774254,12.376739907391178,5.0319386640619745,1.97714021114969,0.7640498522339553,0.2931835551168227,0.11218503332830677,0.04288005738373378
6.4847457627118645,1.0815167154544114,75.58823020013294,67.35960929079552,31.04549086081893,13.33293251742866,5.417726891944183,2.1282849198079177,0.8223969137931647,0.31556392372942804,0.12074749558212201,0.04615267188702136
6.549152542372882,1.00382861457926,79.79322292582681,71.0769811649104,32.81911400087559,14.108726039996421,5.735990355349662,2.2538929726485954,0.8710315692259789,0.33424086746802106,0.12789632458197706,0.04888546603437488
6.613559322033899,0.7621114476992836,85.19438200368924,75.89118367350513,35.035768272243104,15.060351563434645,6.122882800629466,2.4059865264439253,0.9298271573820475,0.3568057323282163,0.136531216949433,0.052186034271839876
6.677966101694915,1.0494424553894746,89.20877519733499,79.40637473531429,36.78141435313431,15.839043486088011,6.445274393142697,2.5337309750489467,0.9793693098993951,0.37584330857127557,0.1438198770614434,0.05497254512669344
6.742372881355932,1.033225633946975,95.91259097572643,85.40212659019883,39.500844500413415,16.99704836165923,6.914196267670011,2.7177504791862153,1.0504566026445727,0.40311804977467686,0.1542559925682039,0.0589614442920721
6.806779661016949,0.9909430804252706,101.9501922192448,90.76537523718541,42.00709104897645,18.08152882845471,7.356797190384633,2.89204317326858,1.117882057898486,0.42900228139451796,0.16416219846347813,0.0627481150006681
6.871186440677967,0.9566876377037291,108.45140781598022,96.54293190288521,44.701917383739605,19.24647494762356,7.832013871100757,3.0791426654872316,1.1902563160040338,0.4567855223503934,0.17479506057030988,0.06681253465638326
6.935593220338983,1.1189540966254714,116.67487677862191,103.90125001172991,48.03240846126108,20.6631493704975,8.405377596686204,3.3041013403813997,1.277152111333082,0.490124781574824,0.18755151392110217,0.07168829701144411
7.0,0.9827650430857616,126.98935726972718,113.18058428672036,52.13145638813946,22.38302310044903,9.096698150177232,3.574512927703784,1.3814743815632982,0.5301303172255609,0.20285573907109913,0.07753743926794858
