T,det_modulus,det_phase,H_hermitian_err,nearest_singularity,sing_dist,eig0_re,eig1_re,eig2_re,eig3_re,eig4_re,eig5_re,eig6_re,eig7_re,eig8_re,eig0_im,eig1_im,eig2_im,eig3_im,eig4_im,eig5_im,eig6_im,eig7_im,eig8_im
4.551724137931035,1.9641807332348313,0.5070570084057495,1.6168008009393928,4.651898734177215,0.10017459624618041,-3.114649971156079,-0.35546196437621097,-0.0012640612084864188,-4.403859233475568e-05,-1.1055117488410206e-07,3.2418403563876697e-12,-2.2363903576314483e-16,-1.3089653112235587e-16,1.2846179526698117e-16,-4.300833411028367,-0.4978102364459963,0.002975394206150531,4.1393578948675684e-05,-8.065914775342696e-09,-3.40965672319191e-12,-2.383133547640098e-19,2.0821144126954198e-16,3.5021045120397563e-16
4.706896551724138,1.9782502006486666,-0.04446936803977227,0.2303469815819115,4.651898734177215,0.05499781754692279,-3.1093107264101887,-0.30804099213214287,0.0012848723007877689,-3.975773771532697e-06,-1.280849711284225e-07,-2.960734732797712e-12,-1.6983792468313552e-16,2.8663031347160076e-16,1.5538118771187944e-16,-0.15099697074272714,0.11598074252977024,0.0018763938421885783,3.0416179710264676e-05,-4.0899760117884347e-08,-7.0948445270204556e-12,-1.0696208523042533e-15,-1.1114140919894296e-15,1.251273311901114e-15
4.862068965517242,1.7054180661777203,-0.4412666490919585,1.3676693059016012,4.936708860759493,0.07463989524225134,-3.031620226680272,-0.01022569860564979,0.0008715357193963383,3.7633306495370576e-06,-3.050809337929554e-07,-8.087805064817284e-12,-2.163183135214559e-16,-5.323987566081025e-16,1.5934348605281458e-16,2.830312110132232,0.20207951641500946,0.0009575204621654592,-1.9185670200534335e-07,-3.798043012113328e-07,7.168211868574052e-13,-1.1303586730393725e-15,-2.516120474781004e-16,2.5361096553038266e-16
5.017241379310345,1.1685883305882119,-0.9037835497123663,1.3023041672609688,5.050632911392405,0.03339153208206014,1.9791124910645594,0.13546603437102897,0.0007416572440984951,4.950589191437524e-06,-6.450727820180369e-08,-4.243242679884112e-12,5.252481041730302e-16,-5.0586981309151466e-17,3.923350392728224e-17,1.699898608206936,0.05030591055975085,0.00047576099713133506,-1.1695301169122504e-05,-8.853385979494198e-08,1.5790846194087262e-12,7.174179086542249e-16,-6.1015988621316055e-16,6.095341844335478e-16
5.172413793103448,0.25463272463069575,-1.3852880251435162,0.29903108084661706,5.2215189873417724,0.049105194238324046,1.8944613945458182,0.045091145407325214,0.00048378607236751144,-9.18135350887068e-06,-3.924704365200348e-08,-2.208848773089915e-12,5.740831115899979e-17,3.949243420883262e-17,-8.495819456382798e-17,0.23836377035786013,-0.06638489489571826,0.00033639750824140545,-4.099322212907857e-06,-2.0864234880181687e-08,2.7821635672148043e-12,7.526486833331795e-16,-6.567322959941838e-16,-8.344051286996817e-17
5.327586206896552,0.7501962215446842,1.1635891454495975,0.8669249191983115,5.2215189873417724,0.10606721955477916,1.88192485876624,-0.019597695605532445,0.00035166262523474064,-3.966677805557382e-06,-8.000516671762906e-09,7.01188271542523e-13,-2.7655692248298966e-16,-6.695697444248857e-16,-1.804143470696198e-16,-0.9029076438453161,-0.03374778141358757,0.00017928983645691877,-7.769712037865008e-07,1.379896992804415e-08,4.0612624231340186e-13,1.435324072576103e-15,3.6235795291760054e-16,4.5099562565823824e-17
5.482758620689655,1.5601443347365538,0.6611839277060747,1.8123726432094578,5.449367088607595,0.03339153208206014,1.785120375436426,-0.02359361998687155,0.00021395593635773933,-4.647355354673349e-06,-2.1156296413848168e-08,-1.6960368780301303e-12,4.996748104784336e-17,-3.1720642804037154e-19,-8.716152548261065e-17,-3.847236405644941,-0.001993540896293569,0.0001088780961124849,3.6074231464366215e-07,1.605397795793962e-08,1.1872841596862322e-12,-1.9263355857942124e-16,-2.7584787437861932e-17,4.016293601829138e-16
5.637931034482759,1.971757191979003,0.145503840943097,0.4786590354080191,5.677215189873418,0.03928415539065888,-3.3303383471521437,-0.003033544161781242,0.0001472512904102482,-2.5596344298180097e-06,1.3493971754729796e-08,-2.1091721914059166e-12,1.0275295993069167e-16,8.746477458322459e-17,1.157309957673925e-16,-0.7810195774142171,0.00963615684252588,6.200541767219386e-05,7.686810559078656e-08,2.8208276334376523e-09,2.3305028865549194e-12,-2.0199925923386912e-15,-1.245589411029602e-16,1.0496443540850517e-16
5.793103448275862,1.8569165042770326,-0.3785626462518119,1.1963514451913133,5.791139240506329,0.0019642077695332105,-3.367598839001883,0.0017637096653708815,9.877757645059974e-05,-1.7557905520401149e-06,3.5158756425248734e-08,-1.107931735797698e-12,-4.1471754934994056e-17,-3.8052423942572824e-16,9.45136699192676e-18,2.511424399826214,0.004007173139396539,3.4464466289951435e-05,4.547214651952266e-07,6.454987936992239e-09,6.992477270087783e-13,-3.5993353340671655e-16,-7.30214966223018e-16,-1.0495652546499282e-17
5.948275862068966,1.2368865687255708,-0.9041014728974698,1.3905658262735352,5.905063291139241,0.0432125709297253,1.857387202950385,0.0026023591716898523,6.241519623252227e-05,-2.211040035905221e-06,-1.3425607639243681e-08,-1.3248884820608446e-12,-2.3644889540403595e-16,3.2206938331900257e-17,-1.3431514114794513e-16,1.7967583522402812,-0.0008852519146557627,1.95554404721808e-05,1.8734801131967847e-07,-1.8119281961071145e-08,9.534713350863626e-13,-2.590279266075752e-15,-9.153805462653388e-16,-9.228146961446982e-16
6.103448275862069,0.2853553192217777,-1.4269484240150125,0.32585163769424835,6.132911392405063,0.029463116542993717,1.8667634772950592,-0.0004228435357193288,4.1871217008337785e-05,-2.2089640892717684e-06,-1.3154292567126142e-08,-1.250706137783837e-12,1.1035539755338636e-16,-1.332594955430324e-16,1.3493768495965554e-16,0.30794096933247245,-0.0009462374576445424,1.3605920283371348e-05,8.413205332288059e-07,4.420314797056188e-09,9.144633044958319e-13,2.9225147186215557e-17,-3.675533539290422e-16,5.531589718655301e-16
6.258620689655173,0.739485834982971,1.192071622297839,0.8244985522932836,6.132911392405063,0.1257092972501095,1.8768036459985535,-0.0006235105824414169,2.739526843293388e-05,-2.07977822209744e-06,9.815724936654484e-09,-1.2656864661497196e-12,-9.878657553891605e-17,-9.187455401539753e-17,4.433327476509418e-19,-0.8491702980189397,0.0005628283089380619,1.0896893117519867e-05,1.4511951397366978e-06,1.474779314450477e-08,9.370614403707296e-13,-1.6283879520258784e-15,-4.017169587460728e-16,-7.092505155235166e-16
6.413793103448276,1.5662833120287978,0.671523907433589,1.7734262227439685,6.417721518987342,0.003928415539066421,1.883989218604012,0.0008734879872098631,1.588797876866055e-05,-2.1187482933302326e-06,2.2349260534193333e-08,-1.5761723227043828e-12,1.0140777209009733e-16,2.7767444941675595e-18,-9.687386632701949e-17,-3.6145573443929475,0.0006742640673490487,7.459435018741295e-06,2.3568119713605493e-06,-1.572549353268923e-08,9.644832798418886e-13,-7.078115828308263e-16,-1.894983221664313e-16,3.7122456754478443e-16
6.568965517241379,1.976961686051237,0.15208824448128985,0.48424055468078964,6.70253164556962,0.13356612832824055,-3.3376943747527172,0.00038058395640976756,5.468083442881174e-06,-2.159919251681536e-06,-3.6786784702112295e-08,-1.9689533080354537e-12,1.7050574525114773e-16,-1.3797304125247202e-17,6.177666303822726e-18,-0.8320068715192377,-0.0011459195729602142,4.877174499338196e-06,5.373467510067395e-06,-2.5227394835305503e-08,1.0411845646922488e-12,1.5479941120650355e-15,-6.044944475704942e-16,2.348396998191417e-16
6.724137931034483,1.8671717466969424,-0.3649804129609318,1.1208244140997061,6.70253164556962,0.02160628546486354,-3.3175067142000056,-0.0023580041537286708,-7.507110332372213e-06,2.3672238311887093e-06,-1.9916479274214223e-08,-2.4350405583290775e-12,-3.208630773242975e-17,1.727160403694582e-16,1.4457394098216464e-16,2.243056265940944,-0.001053101261973042,1.1414528618780284e-05,2.0821017256386118e-06,7.918595331985894e-08,1.1172553101146847e-12,1.668424903186926e-15,-1.1612547754867326e-16,-1.8288335614448193e-16
6.879310344827586,1.2727125882307206,-0.8792225921061885,1.448605200918483,6.9303797468354436,0.051069402007857256,1.9163705979814187,-0.0023610030143076583,-1.4841769003057294e-05,3.4958667903610024e-06,1.0059056474801868e-07,-3.3915224352227175e-12,7.124368723508645e-16,2.543726514286744e-17,-3.83947253855482e-16,2.01314903597509,0.004966761805868417,1.5750512985791148e-05,1.1851541357217789e-06,2.660309543060417e-08,1.0666463480432409e-12,-3.8791566021272e-17,3.5699654584984894e-16,7.466370624882702e-16
7.0344827586206895,0.35196897791166953,-1.3883511314238723,0.40597364632414423,6.9303797468354436,0.10410301178524595,1.9231845293653276,0.005516053850722043,-2.4294367608596915e-05,2.905367385815952e-06,1.619600695786583e-07,-5.425358605431785e-12,-1.9762153674957887e-16,4.294167998854178e-17,-3.399750234679469e-17,0.39619090955537534,0.007069694836413982,2.0974610822140348e-05,-2.8629696835077926e-06,-8.621384310585594e-08,1.142283365444403e-12,-6.929144719407128e-16,2.5235885134896573e-17,1.3571473776203553e-16
7.189655172413794,0.6563647257263702,1.232163271008961,0.736917470058673,7.215189873417722,0.025534701003928184,1.928606806141628,0.015399977845168278,-3.813070560402407e-05,-4.2371151104347875e-06,2.834407550109251e-07,-8.72311842429845e-12,3.592021307266954e-17,-1.8605203724900942e-16,-2.7555870404712586e-16,-0.7614929586690128,-0.0017161551951510035,2.9645519588067685e-05,-3.5267492734666596e-06,-1.2301695599174243e-07,2.1417905026428927e-12,-1.910852007172639e-16,1.9825354276981843e-16,-3.8567028981725225e-16
7.344827586206897,1.4912349904168118,0.7240400810851905,1.7027496389976038,7.329113924050633,0.015713662156263908,1.9482414170967015,0.010007617733820962,-5.5584056265056885e-05,-8.844556519727065e-06,3.308008024047357e-07,-1.2805121176500411e-11,9.117878803118834e-16,-3.1451225792711304e-17,8.015655615325292e-17,-3.162458708624785,-0.02636833476391446,4.880372374151558e-05,7.101624877256651e-06,-1.16957838244697e-07,3.384087945322309e-12,4.704870457978203e-16,-9.92928018311086e-16,-1.4145146172848926e-15
7.5,1.9426956533217012,0.21951795992966763,0.6929795683096723,7.329113924050633,0.1708860759493671,-3.2072498175311197,-0.02491441357834514,-6.304410194620407e-05,3.4946900123500816e-06,3.7600861867205416e-07,-2.238587354409412e-11,-4.462060218684641e-16,7.133438541231164e-17,2.1129198726186616e-17,-1.1536664017257559,-0.024476844476349686,7.551008846582108e-05,2.6138235989279424e-05,-1.6771009269950128e-07,1.5730318114844927e-12,-2.8849192223031126e-15,-1.0966292169105564e-15,1.0955396082626568e-15
