T,C_0,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,rho_0,rho_1,rho_2,rho_3,rho_4,rho_5,rho_6,rho_7,kappa_ms_0,dom_branch
5.105263157894736,48.26199473733281,19.757982432812327,7.916004882157977,3.1068697730384405,1.2021344081724383,0.4616792068817735,0.17672761318895022,0.06756061996227827,0.02581418491118136,0.4629868459673171,0.4299038903407871,0.405679712995401,0.3921908320401664,0.3860721795222671,0.38356563955898415,0.38258168220988215,0.3822018640325554,24.195949878319208,0
5.315789473684211,-41.20690493481207,-14.060569538097509,-4.9085205385212465,-1.7714437521747113,-0.6574871702388771,-0.24802447139668443,-0.09426199706850226,-0.03593436524392658,-0.013715348556918923,0.4594938525690312,0.4283713170121188,0.40520365156384996,0.39206904376066154,0.38603953168628224,0.383555570506191,0.38257820990981606,0.38220059361584335,11.867644598602565,0
5.526315789473684,10.369678905190622,5.984595070874279,2.849353180592197,1.2147898431167765,0.48746304055801776,0.1900162642711731,0.07316338763992034,0.028032620693279855,0.010720244747462672,0.4614347623471637,0.4294644869659903,0.40586223454794507,0.3924057040997778,0.3861862552314827,0.38361468282926725,0.3826012628639511,0.3822094697518524,26.915043626922092,0
5.7368421052631575,6.646608940233674,5.078655480053524,2.641565347389532,1.1657231824734795,0.4743172801815909,0.18590992222656935,0.07173497612111834,0.027507847972040807,0.010522861450780002,0.46116301061453696,0.42943007512546844,0.40599164382130615,0.3925203579549207,0.3862452259014016,0.38363986185792764,0.3826112954898461,0.3822133640637416,36.84832114799218,0
5.947368421052632,-43.17065558134282,-13.392610079904365,-4.25457794970746,-1.4326094494321022,-0.5114940536541823,-0.18954284063368546,-0.07150749236444456,-0.027180944372218185,-0.010362728311922526,0.4605752891364378,0.42920515918471397,0.4060089968840551,0.3925827400545794,0.3862828186777276,0.3836566842406993,0.38261810970618604,0.3822160252864185,31.155750096374472,0
6.157894736842105,-72.84076619151342,-23.89594495467517,-8.049482841814717,-2.8350133150801247,-1.0385105276353577,-0.38943280600365093,-0.14764249871032212,-0.05622978217952077,-0.021453671873957993,0.460522288704094,0.4292319578184002,0.40611954507635845,0.39267831485580396,0.38633278439669555,0.38367820636668276,0.3826267168183901,0.38221937111011284,45.944032925947724,0
6.368421052631579,230.8163171002131,92.79004336216461,36.74162758902134,14.325045079996773,5.525737463633244,2.1194852452025152,0.8109246219477223,0.30994687869226634,0.11841875011776674,0.4635492263599017,0.43076066642069194,0.4068923371027141,0.39304498225328777,0.386489559966928,0.3837410556857015,0.38265119038215584,0.38222878939534727,77.12764042206722,0
6.578947368421052,109.44502569669099,47.72144360411311,19.861547810139278,7.949840966150903,3.103891797160468,1.196585783997945,0.4587394479662215,0.17547334551018473,0.06706166771885588,0.4619989961986212,0.43002380371974885,0.4066236533192584,0.3929722350435461,0.3864712281458938,0.38373589978255346,0.3826495219900867,0.38222819793998564,83.18930908551765,0
6.789473684210526,25.444803820871837,16.884560436277084,8.44621414750356,3.6717632546067516,1.485134882156637,0.580792422936839,0.22391358372822653,0.0858353575576608,0.03283146020177868,0.46070663435390835,0.4293934991007614,0.40638624711701415,0.3929064360874699,0.3864545398008615,0.38373121661702164,0.38264801158510375,0.3822276635509097,76.7761546293414,0
7.0,-209.407057732558,-70.94044024589847,-24.602743592123648,-8.843266712119895,-3.275237507649859,-1.2342516995634354,-0.46887292630341587,-0.17871136210857946,-0.0682054901043832,0.46060423452201704,0.42935733338808924,0.40641061349727786,0.39294619527791425,0.3864790558893677,0.38374241629125044,0.38265259027769893,0.38222945834809435,99.91571500006005,0
