T,phase_velocity,is_zero
231.250188,11.999928898687171,True
231.987235,5.880094920296396,True
233.693404,19.20179359914398,True
236.52423,12.759129519457344,True
17.5783825,14.372390714534331,False
23.016449,13.509712096126945,False
27.717867,8.225253994020854,False
31.679969,7.99757258056477,False
35.26062,2.161953605506195,False
39.2524485,6.488063998577597,False
42.122896,15.804189893886543,False
45.6661115,2.0200247085988554,False
48.889491,11.240629271158651,False
51.3720765,4.989369253379643,False
54.708284,4.186501460383407,False
57.8966455,2.4030280983078356,False
60.089411,7.296656378719123,False
62.972161,3.266548895750976,False
66.096177,11.570617848788432,False
68.3131055,5.093412948137255,False
70.806779,0.6934128150670736,False
73.88592349999999,3.4044993467957636,False
76.42476500000001,7.926408117492344,False
78.2411075,4.754848184873595,False
81.12387799999999,0.8050229113765183,False
83.822937,3.838748041978812,False
86.08038350000001,4.187035463885241,False
88.1171925,6.106650651152567,False
90.65050500000001,0.5779136425687614,False
93.57162149999999,4.293071563349349,False
95.260989,13.38696810846418,False
97.35091399999999,2.60182006612264,False
100.0745225,1.9356813482335198,False
102.5216945,3.851766204912565,False
104.58608050000001,5.180195200807369,False
106.307617,3.985784328031094,False
109.099073,0.6198538746497728,False
111.452097,7.2087897904749,False
113.09743950000001,1.8832668798984817,False
115.27345,3.4830377553585197,False
117.508731,3.116011709761168,False
120.0804535,1.3984473460806888,False
122.158477,4.961333114786304,False
123.6018235,5.63856426969711,False
125.8867505,0.9230576284185997,False
128.54769349999998,3.551078951302688,False
130.333196,4.541785804232368,False
132.2927125,1.4438723265369766,False
134.12712299999998,0.4649234032261251,False
136.4362755,1.7080212076400756,False
138.926125,3.4101162827759874,False
140.4299575,4.641570371466397,False
142.1177765,3.172373892146307,False
144.55641400000002,0.8900567694904159,False
146.7118735,3.5672704517486493,False
148.73814249999998,1.8085492001572443,False
150.4893885,9.571676757569314,False
151.974975,0.9653440778634169,False
154.568801,1.4377201983356567,False
156.85525,4.434526402510852,False
158.2237895,5.168047681425314,False
160.019476,0.05186104667376234,False
162.1098365,0.527694087897653,False
164.283889,0.11739506470959114,False
166.360754,3.174586141416191,False
168.139477,3.525167875406687,False
169.5032455,8.03546904346586,False
171.66175600000003,0.9445491619033962,False
174.0828635,3.876738371946797,False
175.59781249999997,3.5818699423595386,False
177.4094205,3.043947994704754,False
179.14694550000002,1.2645118955632166,False
181.061781,2.119010426551715,False
183.5407725,1.2635089957468981,False
185.236625,7.516407877738994,False
186.41385250000002,4.042907827145337,False
188.32254,2.753495853741183,False
190.721407,1.7582407102978423,False
192.553191,4.806821191027932,False
194.172561,0.3995401891720984,False
196.0709385,3.5862861476332326,False
197.4458955,3.1642017531158944,False
199.6400305,1.2108882024224747,False
201.87917249999998,3.347270772835475,False
203.3416325,3.2931527354132513,False
204.79218400000002,4.52466805800078,False
206.65047750000002,1.8262172864158541,False
208.74138349999998,1.8127308687582164,False
210.6336855,0.25911433983172305,False
212.5193905,3.0300700735008674,False
213.94748149999998,0.1815971609198108,False
215.358291,0.589699691161405,False
217.61856699999998,1.798727006289101,False
219.891257,3.521810843959416,False
221.0728115,6.611648462390151,False
222.7188525,1.7450701601681715,False
224.495162,4.5025095970208096,False
226.202384,1.0990658476123238,False
228.37942850000002,0.4494507045427198,False
230.2938005,2.616479768308144,False
231.61871150000002,7.294995221840405,False
232.8403195,2.5065900722820444,False
235.108817,1.3544664432606905,False
