T,rho2,rho4,is_zero
97.35091399999999,0.999999862161961,0.9999989161524975,False
100.0745225,0.9999999186459766,0.9999989963338161,False
102.5216945,0.9999999677333146,0.9999991891218067,False
104.58608050000001,0.9999997317581555,0.9999989346896505,False
106.307617,0.999999899194742,0.9999990510687524,False
109.099073,1.000000031570936,0.9999991690348428,False
111.452097,0.9999998198478082,0.9999989904414842,False
113.09743950000001,0.9999997709555347,0.9999988225690293,False
115.27345,0.9999996523237005,0.9999988635957511,False
117.508731,0.9999998091033802,0.9999991195665422,False
120.0804535,1.0000000492625456,0.9999992209881686,False
122.158477,0.9999999367103782,0.9999991427162553,False
123.6018235,1.000000006510914,0.9999992795838715,False
125.8867505,0.999999954081032,0.9999990461457148,False
128.54769349999998,0.9999999644867514,0.9999992039251527,False
130.333196,0.9999998979664113,0.9999990166408329,False
132.2927125,0.9999997220007346,0.9999989001534216,False
134.12712299999998,0.999999467120586,0.9999985646813059,False
136.4362755,0.9999997081793566,0.9999989336689864,False
138.926125,1.000000014096159,0.9999990855322927,False
140.4299575,0.99999983068614,0.999998951782895,False
142.1177765,1.000000443575462,0.9999996472897025,False
144.55641400000002,1.0000000191018252,0.9999990716545782,False
146.7118735,0.9999997860624619,0.9999989282223136,False
148.73814249999998,0.9999992542454288,0.9999984225058476,False
150.4893885,0.9999996168037506,0.999998782176214,False
151.974975,0.9999995569135627,0.999998585657663,False
154.568801,0.9999997001976509,0.9999988298332012,False
156.85525,0.9999999325208047,0.9999990204513253,False
158.2237895,1.0000000040147534,0.9999990143626453,False
160.019476,0.9999995774775112,0.9999986260634931,False
162.1098365,1.0000001341814428,0.9999990881224632,False
164.283889,0.9999997539500571,0.9999986511281664,False
166.360754,0.9999997383663259,0.9999988018394276,False
168.139477,0.9999999360956745,0.9999992480592513,False
169.5032455,1.0000001961315201,0.9999993469276864,False
171.66175600000003,1.0000001804120064,0.9999989907574094,False
174.0828635,1.0000001553504543,0.9999993474950902,False
175.59781249999997,0.9999988832336703,0.9999981437161461,False
177.4094205,0.9999998032500107,0.9999991013108926,False
179.14694550000002,0.9999998598219466,0.9999989582330516,False
181.061781,1.000000347905089,0.9999996492096224,False
183.5407725,1.0000001543914152,0.999999084701265,False
185.236625,0.9999999296543715,0.9999990587561295,False
186.41385250000002,1.0000000232970794,0.9999993050691192,False
188.32254,1.0000000893719996,0.999999469305525,False
190.721407,0.9999994628548785,0.9999987285359134,False
192.553191,0.9999996746462868,0.9999989689618405,False
194.172561,1.0000001773391929,0.9999992718284407,False
196.0709385,0.999999703539627,0.9999988464657659,False
197.4458955,0.9999998157038348,0.9999989229869404,False
199.6400305,0.9999997033718375,0.999998490428332,False
201.87917249999998,0.9999999977791021,0.999999257824916,False
203.3416325,0.9999993762277485,0.9999983960623005,False
204.79218400000002,1.0000002135707178,0.9999995117482577,False
206.65047750000002,1.0000001020671192,0.9999992602269813,False
208.74138349999998,1.000000297529018,0.999999567117251,False
210.6336855,1.0000011162610862,1.0000000412698145,False
212.5193905,0.9999994922665755,0.9999986751930441,False
213.94748149999998,0.9999997787736506,0.9999986813409876,False
215.358291,0.9999993431163711,0.9999983123036785,False
217.61856699999998,1.0000005102211194,0.999999900527926,False
219.891257,1.0000006971605433,0.9999999228140201,False
221.0728115,0.999999126677803,0.9999980944376937,False
222.7188525,0.9999998737556506,0.9999990942945993,False
224.495162,0.9999995520328467,0.9999989443977221,False
226.202384,0.9999994412454923,0.9999988289124224,False
228.37942850000002,0.9999994444351407,0.9999983345060841,False
230.2938005,0.9999999588943486,0.9999991029600096,False
231.61871150000002,0.9999995491648733,0.9999985164996873,False
232.8403195,1.0000002549762745,0.9999994636208432,False
235.108817,1.0000002297849577,0.9999987478855343,False
