T,sigma,abs_psi,is_zero
21.02204,0.85,0.14588427858913178,True
21.02204,0.86,0.16789855621044752,True
21.02204,0.87,0.18894724096296242,True
21.02204,0.88,0.20894492523988933,True
21.02204,0.89,0.22788782152636683,True
21.02204,0.9,0.24580991153058365,True
25.010858,0.1,159.80511427973323,True
25.010858,0.11,145.78631659160317,True
25.010858,0.12000000000000001,132.99907367606096,True
25.010858,0.13,121.33506595081313,True
25.010858,0.14,110.69550259682256,True
25.010858,0.15000000000000002,100.99028331185292,True
25.010858,0.16,92.13723380371208,True
25.010858,0.17,84.06140853649335,True
25.010858,0.18,76.69445481372581,True
25.010858,0.19,69.97403280275846,True
25.010858,0.2,63.84328657934407,True
25.010858,0.21000000000000002,58.25036170427355,True
25.010858,0.22,53.14796523872107,True
25.010858,0.23,48.49296446503798,True
25.010858,0.24000000000000002,44.24602090813898,True
25.010858,0.25,40.37125655213973,True
25.010858,0.26,36.83594942007532,True
25.010858,0.27,33.6102559336686,True
25.010858,0.28,30.666957697341523,True
25.010858,0.29000000000000004,27.981230557900897,True
25.010858,0.30000000000000004,25.53043398033518,True
25.010858,0.31,23.293918952541794,True
25.010858,0.32,21.25285278902171,True
25.010858,0.33,19.390059346966787,True
25.010858,0.33999999999999997,17.68987329894095,True
25.010858,0.35,16.13800722562867,True
25.010858,0.36,14.721430400906154,True
25.010858,0.37,13.428258240702784,True
25.010858,0.38,12.24765147760835,True
25.010858,0.39,11.169724205709686,True
25.010858,0.4,10.185460015411348,True
25.010858,0.41000000000000003,9.28663550664715,True
25.010858,0.42000000000000004,8.465750531505163,True
25.010858,0.43000000000000005,7.71596457440115,True
25.010858,0.44000000000000006,7.031038730028434,True
25.010858,0.45000000000000007,6.405282786830207,True
25.010858,0.45999999999999996,5.8335069670869055,True
25.010858,0.47,5.310977914256879,True
25.010858,0.48,4.833378554291529,True
25.010858,0.49,4.396771490575706,True
25.010858,0.5,3.9975656222064138,True
25.010858,0.51,3.632485702779498,True
25.010858,0.52,3.298544581949445,True
25.010858,0.53,2.993017894990821,True
25.010858,0.54,2.713420986638967,True
25.010858,0.55,2.4574878748364197,True
25.010858,0.56,2.2231520778760636,True
25.010858,0.5700000000000001,2.0085291450449834,True
25.010858,0.58,1.8119007464995547,True
25.010858,0.59,1.6317001930733623,True
25.010858,0.6,1.4664992714812715,True
25.010858,0.61,1.3149962955871162,True
25.010858,0.62,1.1760052910664007,True
25.010858,0.63,1.0484462505963874,True
25.010858,0.64,0.9313364225445059,True
25.010858,0.65,0.8237826332310182,True
25.010858,0.66,0.7249747010319681,True
25.010858,0.67,0.6341800990806798,True
25.010858,0.6799999999999999,0.5507402014358631,True
25.010858,0.69,0.474068789737314,True
25.010858,0.7,0.40365419484383386,True
25.010858,0.71,0.3390679605365877,True
25.010858,0.72,0.2799864223487375,True
25.010858,0.73,0.22624031380395787,True
25.010858,0.74,0.17793067632195797,True
25.010858,0.75,0.13571253199964092,True
25.010858,0.76,0.10149080404149481,True
25.010858,0.77,0.07965841600304008,True
25.010858,0.78,0.0758765867171029,True
25.010858,0.79,0.08875621780323917,True
25.010858,0.8,0.11028726849417965,True
25.010858,0.8099999999999999,0.1347817343961173,True
25.010858,0.82,0.1597421103643192,True
25.010858,0.83,0.1841599652923892,True
25.010858,0.84,0.2076301762138857,True
25.010858,0.85,0.23000288236461128,True
25.010858,0.86,0.2512435008788874,True
25.010858,0.87,0.2713719392882644,True
25.010858,0.88,0.29043413505836624,True
25.010858,0.89,0.3084878832024532,True
25.010858,0.9,0.32559545030728515,True
30.424876,0.1,130.81970652756291,True
30.424876,0.11,119.312644766769,True
30.424876,0.12000000000000001,108.81795545212462,True
30.424876,0.13,99.2465659579019,True
30.424876,0.14,90.51724012385218,True
30.424876,0.15000000000000002,82.55588882490396,True
30.424876,0.16,75.29494119419849,True
30.424876,0.17,68.67277116356814,True
30.424876,0.18,62.633174454985486,True
30.424876,0.19,57.124891584646946,True
30.424876,0.2,52.10117283182464,True
30.424876,0.21000000000000002,47.51938148074095,True
30.424876,0.22,43.340631968514835,True
30.424876,0.23,39.52945986845146,True
30.424876,0.24000000000000002,36.05352090811239,True
30.424876,0.25,32.883316468003834,True
30.424876,0.26,29.99194323144784,True
30.424876,0.27,27.35486486116066,True
30.424876,0.28,24.949703764995213,True
30.424876,0.29000000000000004,22.75605118379573,True
30.424876,0.30000000000000004,20.755293989809427,True
30.424876,0.31,18.930456725922316,True
30.424876,0.32,17.266057545337368,True
30.424876,0.33,15.747976829291535,True
30.424876,0.33999999999999997,14.363337368013573,True
30.424876,0.35,13.100395088273554,True
30.424876,0.36,11.948439400396673,True
30.424876,0.37,10.897702319272703,True
30.424876,0.38,9.939275588378502,True
30.424876,0.39,9.0650351037795,True
30.424876,0.4,8.267571997063019,True
30.424876,0.41000000000000003,7.540129792710027,True
30.424876,0.42000000000000004,6.87654710701259,True
30.424876,0.43000000000000005,6.271205402732518,True
30.424876,0.44000000000000006,5.718981356672988,True
30.424876,0.45000000000000007,5.215203436566095,True
30.424876,0.45999999999999996,4.755612319500458,True
30.424876,0.47,4.336324816829735,True
30.424876,0.48,3.9538010003933013,True
30.424876,0.49,3.604814252198137,True
30.424876,0.5,3.2864239846840086,True
30.424876,0.51,2.9959508015264533,True
30.424876,0.52,2.7309538898009476,True
30.424876,0.53,2.4892104533853776,True
30.424876,0.54,2.2686970148285575,True
30.424876,0.55,2.067572428626394,True
30.424876,0.56,1.8841624629289904,True
30.424876,0.5700000000000001,1.7169458190703715,True
30.424876,0.58,1.5645414687669028,True
30.424876,0.59,1.425697197002366,True
30.424876,0.6,1.2992792439112526,True
30.424876,0.61,1.1842629404890235,True
30.424876,0.62,1.0797242294328504,True
30.424876,0.63,0.9848319521819114,True
30.424876,0.64,0.8988407643051627,True
30.424876,0.65,0.8210845118393107,True
30.424876,0.66,0.7509698599776915,True
30.424876,0.67,0.6879699142454491,True
30.424876,0.6799999999999999,0.6316175201182006,True
30.424876,0.69,0.5814978867962782,True
30.424876,0.7,0.5372401853109465,True
30.424876,0.71,0.49850786592457996,True
30.424876,0.72,0.4649876763645933,True
30.424876,0.73,0.43637777146458706,True
30.424876,0.74,0.41237585073181016,True
30.424876,0.75,0.39266879696141255,True
30.424876,0.76,0.3769255629186805,True
30.424876,0.77,0.36479480427131733,True
30.424876,0.78,0.35590790015797935,True
30.424876,0.79,0.34988676622653453,True
30.424876,0.8,0.3463547307227971,True
30.424876,0.8099999999999999,0.3449481791693131,True
30.424876,0.82,0.34532684828914073,True
30.424876,0.83,0.34718137403482885,True
30.424876,0.84,0.35023759237257246,True
30.424876,0.85,0.3542578250605424,True
30.424876,0.86,0.3590398052049159,True
30.424876,0.87,0.36441402412460583,True
30.424876,0.88,0.3702402106237531,True
30.424876,0.89,0.37640349240888116,True
30.424876,0.9,0.38281061316566367,True
32.935062,0.1,120.34184110017598,True
32.935062,0.11,109.72560618322508,True
32.935062,0.12000000000000001,100.0445763147212,True
32.935062,0.13,91.21645880347575,True
32.935062,0.14,83.16620113352252,True
32.935062,0.15000000000000002,75.82535398141911,True
32.935062,0.16,69.1314902740291,True
32.935062,0.17,63.027675356558106,True
32.935062,0.18,57.46198377436279,True
32.935062,0.19,52.38705856764317,True
32.935062,0.2,47.75970933891472,True
32.935062,0.21000000000000002,43.54054568220735,True
32.935062,0.22,39.69364286303869,True
32.935062,0.23,36.186236911909745,True
32.935062,0.24000000000000002,32.98844654369669,True
32.935062,0.25,30.073019542973164,True
32.935062,0.26,27.4151014629364,True
32.935062,0.27,24.992024674980716,True
32.935062,0.28,22.783115978674033,True
32.935062,0.29000000000000004,20.76952113941331,True
32.935062,0.30000000000000004,18.934044864698194,True
32.935062,0.31,17.261004860987807,True
32.935062,0.32,15.736098732606004,True
32.935062,0.33,14.346282593149727,True
32.935062,0.33999999999999997,13.079660359253802,True
32.935062,0.35,11.925382787223612,True
32.935062,0.36,10.873555395725122,True
32.935062,0.37,9.91515449312598,True
32.935062,0.38,9.041950596847064,True
32.935062,0.39,8.246438594794423,True
32.935062,0.4,7.5217740561248165,True
32.935062,0.41000000000000003,6.861715150738808,True
32.935062,0.42000000000000004,6.260569684429623,True
32.935062,0.43000000000000005,5.713146799945452,True
32.935062,0.44000000000000006,5.214712933707622,True
32.935062,0.45000000000000007,4.760951653897988,True
32.935062,0.45999999999999996,4.347927038382841,True
32.935062,0.47,3.972050280749462,True
32.935062,0.48,3.6300492398389097,True
32.935062,0.49,3.3189406727886186,True
32.935062,0.5,3.036004913952778,True
32.935062,0.51,2.778762782334579,True
32.935062,0.52,2.544954518515668,True
32.935062,0.53,2.3325205686707187,True
32.935062,0.54,2.1395840482719444,True
32.935062,0.55,1.9644347316870527,True
32.935062,0.56,1.8055144262322345,True
32.935062,0.5700000000000001,1.6614036005562753,True
32.935062,0.58,1.530809147724517,True
32.935062,0.59,1.412553173293555,True
32.935062,0.6,1.3055627082984618,True
32.935062,0.61,1.2088602567102325,True
32.935062,0.62,1.1215550968509354,True
32.935062,0.63,1.0428352667157865,True
32.935062,0.64,0.9719601742722976,True
32.935062,0.65,0.9082537855249891,True
32.935062,0.66,0.8510983551224434,True
32.935062,0.67,0.7999286758913594,True
32.935062,0.6799999999999999,0.7542268339371203,True
32.935062,0.69,0.7135174636459559,True
32.935062,0.7,0.6773635008232074,True
32.935062,0.71,0.6453624313378596,True
32.935062,0.72,0.6171430266607022,True
32.935062,0.73,0.5923625471180494,True
32.935062,0.74,0.5707043800550152,True
32.935062,0.75,0.5518760657376728,True
32.935062,0.76,0.5356076514017195,True
32.935062,0.77,0.5216503057961493,True
32.935062,0.78,0.5097751244475766,True
32.935062,0.79,0.49977206004971586,True
32.935062,0.8,0.4914489219991317,True
32.935062,0.8099999999999999,0.48463040236559557,True
32.935062,0.82,0.4791571002993285,True
32.935062,0.83,0.4748845309450276,True
32.935062,0.84,0.4716821167677326,True
32.935062,0.85,0.46943216790625986,True
32.935062,0.86,0.4680288635439798,True
32.935062,0.87,0.4673772486384639,True
32.935062,0.88,0.4673922603110232,True
32.935062,0.89,0.4679977965091775,True
32.935062,0.9,0.46912583692786364,True
17.5783825,0.1,223.45256211011372,False
17.5783825,0.11,203.571515630651,False
17.5783825,0.12000000000000001,185.4404344918485,False
17.5783825,0.13,168.9053879631249,False
17.5783825,0.14,153.82598442761704,False
17.5783825,0.15000000000000002,140.07418061719522,False
17.5783825,0.16,127.5331955749806,False
17.5783825,0.17,116.09652013536724,False
17.5783825,0.18,105.66701352155341,False
17.5783825,0.19,96.156079399357,False
17.5783825,0.2,87.48291439991814,False
17.5783825,0.21000000000000002,79.57382273846584,False
17.5783825,0.22,72.36159111688617,False
17.5783825,0.23,65.78491860910928,False
17.5783825,0.24000000000000002,59.78789669468669,False
17.5783825,0.25,54.319535031310735,False
17.5783825,0.26,49.33332894504768,False
17.5783825,0.27,44.786864971022375,False
17.5783825,0.28,40.641461100206946,False
17.5783825,0.29000000000000004,36.86183868259733,False
17.5783825,0.30000000000000004,33.415823205919025,False
17.5783825,0.31,30.27407141440767,False
17.5783825,0.32,27.409822456279738,False
17.5783825,0.33,24.79867095320974,False
17.5783825,0.33999999999999997,22.4183600722819,False
17.5783825,0.35,20.248592852199263,False
17.5783825,0.36,18.27086019264067,False
17.5783825,0.37,16.46828406014978,False
17.5783825,0.38,14.825474597424778,False
17.5783825,0.39,13.328399947060419,False
17.5783825,0.4,11.964267717591873,False
17.5783825,0.41000000000000003,10.721417131425564,False
17.5783825,0.42000000000000004,9.589221003947724,False
17.5783825,0.43000000000000005,8.557996815013148,False
17.5783825,0.44000000000000006,7.618926254446241,False
17.5783825,0.45000000000000007,6.763982762001074,False
17.5783825,0.45999999999999996,5.98586675553032,False
17.5783825,0.47,5.277948476110897,False
17.5783825,0.48,4.634218723028465,False
17.5783825,0.49,4.049248290092125,False
17.5783825,0.5,3.518157805314241,False
17.5783825,0.51,3.0366012176815693,False
17.5783825,0.52,2.6007689489062815,False
17.5783825,0.53,2.2074218818721882,False
17.5783825,0.54,1.853977143697006,False
17.5783825,0.55,1.538685226975504,False
17.5783825,0.56,1.260971319032612,False
17.5783825,0.5700000000000001,1.0220594288001354,False
17.5783825,0.58,0.825978929857633,False
17.5783825,0.59,0.6805443111950036,False
17.5783825,0.6,0.5958412546882164,False
17.5783825,0.61,0.5760344202644451,False
17.5783825,0.62,0.6103302554152754,False
17.5783825,0.63,0.6784145362846373,False
17.5783825,0.64,0.7626310260672531,False
17.5783825,0.65,0.8520099971816419,False
17.5783825,0.66,0.9406341072230094,False
17.5783825,0.67,1.0255050358495097,False
17.5783825,0.6799999999999999,1.1051946153619634,False
17.5783825,0.69,1.1791139119402898,False
17.5783825,0.7,1.2471270897141815,False
17.5783825,0.71,1.309344232266347,False
17.5783825,0.72,1.3660071610290463,False
17.5783825,0.73,1.4174248092488007,False
17.5783825,0.74,1.4639358556888429,False
17.5783825,0.75,1.5058868360737798,False
17.5783825,0.76,1.5436192986134203,False
17.5783825,0.77,1.5774623751412584,False
17.5783825,0.78,1.6077286590357802,False
17.5783825,0.79,1.6347121306113932,False
17.5783825,0.8,1.6586873597973342,False
17.5783825,0.8099999999999999,1.6799095053059105,False
17.5783825,0.82,1.6986148049749894,False
17.5783825,0.83,1.715021360772153,False
17.5783825,0.84,1.7293300907536129,False
17.5783825,0.85,1.7417257645458526,False
17.5783825,0.86,1.752378067838753,False
17.5783825,0.87,1.7614426605106879,False
17.5783825,0.88,1.7690622057914551,False
17.5783825,0.89,1.775367356477826,False
17.5783825,0.9,1.780477690040182,False
23.016449,0.1,170.87527754141604,False
23.016449,0.11,155.6864945229024,False
23.016449,0.12000000000000001,141.8351465815281,False
23.016449,0.13,129.2035605101763,False
23.016449,0.14,117.68441493319098,False
23.016449,0.15000000000000002,107.17982968245929,False
23.016449,0.16,97.60053527692124,False
23.016449,0.17,88.86511545932451,False
23.016449,0.18,80.89931636383625,False
23.016449,0.19,73.63541645340392,False
23.016449,0.2,67.01165188131161,False
23.016449,0.21000000000000002,60.9716924015892,False
23.016449,0.22,55.46416338177856,False
23.016449,0.23,50.44220986268867,False
23.016449,0.24000000000000002,45.86309896649603,False
23.016449,0.25,41.68785727989088,False
23.016449,0.26,37.88094013570038,False
23.016449,0.27,34.4099299870479,False
23.016449,0.28,31.245261314932332,False
23.016449,0.29000000000000004,28.359969735225636,False
23.016449,0.30000000000000004,25.72946317640205,False
23.016449,0.31,23.331313186568167,False
23.016449,0.32,21.145064599150068,False
23.016449,0.33,19.152061942362586,False
23.016449,0.33999999999999997,17.335291119654066,False
23.016449,0.35,15.6792350179003,False
23.016449,0.36,14.169741818309191,False
23.016449,0.37,12.793904892800597,False
23.016449,0.38,11.539953266961472,False
23.016449,0.39,10.397151720382347,False
23.016449,0.4,9.355709677026685,False
23.016449,0.41000000000000003,8.406698112974498,False
23.016449,0.42000000000000004,7.541973777064664,False
23.016449,0.43000000000000005,6.754110082241946,False
23.016449,0.44000000000000006,6.0363340823626075,False
23.016449,0.45000000000000007,5.382469001376443,False
23.016449,0.45999999999999996,4.786881829734936,False
23.016449,0.47,4.244435547168827,False
23.016449,0.48,3.750445572337771,False
23.016449,0.49,3.3006400792215054,False
23.016449,0.5,2.89112385893782,False
23.016449,0.51,2.5183454464118613,False
23.016449,0.52,2.1790672786843417,False
23.016449,0.53,1.8703387153122732,False
23.016449,0.54,1.5894718527890719,False
23.016449,0.55,1.334020255766667,False
23.016449,0.56,1.1017611429101566,False
23.016449,0.5700000000000001,0.8906825947090397,False
23.016449,0.58,0.6989802774124683,False
23.016449,0.59,0.5250779778731789,False
23.016449,0.6,0.36772717001168326,False
23.016449,0.61,0.22647951314081083,False
23.016449,0.62,0.1053413905350104,False
23.016449,0.63,0.06547353391297907,False
23.016449,0.64,0.15013527831167686,False
23.016449,0.65,0.2432981292553986,False
23.016449,0.66,0.330056585092784,False
23.016449,0.67,0.40934813101393985,False
23.016449,0.6799999999999999,0.4814288240456925,False
23.016449,0.69,0.5467947733550969,False
23.016449,0.7,0.6059806364952088,False
23.016449,0.71,0.6595060751421478,False
23.016449,0.72,0.7078594547995813,False
23.016449,0.73,0.7514933558248386,False
23.016449,0.74,0.7908243872205508,False
23.016449,0.75,0.8262346780269096,False
23.016449,0.76,0.8580740123839912,False
23.016449,0.77,0.8866621658024919,False
23.016449,0.78,0.9122912432753176,False
23.016449,0.79,0.9352279278639896,False
23.016449,0.8,0.955715599329782,False
23.016449,0.8099999999999999,0.9739763074695452,False
23.016449,0.82,0.9902125975104593,False
23.016449,0.83,1.0046091913822266,False
23.016449,0.84,1.0173345318987443,False
23.016449,0.85,1.028542198350086,False
23.016449,0.86,1.0383722025206172,False
23.016449,0.87,1.0469521741394738,False
23.016449,0.88,1.0543984444746122,False
23.016449,0.89,1.0608170363374874,False
23.016449,0.9,1.0663045682507293,False
27.717867,0.1,140.6830440893777,False
27.717867,0.11,128.0820463606818,False
27.717867,0.12000000000000001,116.592031995089,False
27.717867,0.13,106.11526395383453,False
27.717867,0.14,96.56260687499268,False
27.717867,0.15000000000000002,87.85277065036435,False
27.717867,0.16,79.9116205868245,False
27.717867,0.17,72.67154830073866,False
27.717867,0.18,66.07089800993299,False
27.717867,0.19,60.05344335841258,False
27.717867,0.2,54.567910338620855,False
27.717867,0.21000000000000002,49.56754226817151,False
27.717867,0.22,45.0097031360581,False
27.717867,0.23,40.8555159604363,False
27.717867,0.24000000000000002,37.06953309903198,False
27.717867,0.25,33.619435726669955,False
27.717867,0.26,30.47575994477312,False
27.717867,0.27,27.61164721718875,False
27.717867,0.28,25.002617037451568,False
27.717867,0.29000000000000004,22.626359926532285,False
27.717867,0.30000000000000004,20.462549039049428,False
27.717867,0.31,18.492668821491957,False
27.717867,0.32,16.69985931966924,False
27.717867,0.33,15.068774875548145,False
27.717867,0.33999999999999997,13.585456086576087,False
27.717867,0.35,12.237214023463814,False
27.717867,0.36,11.012525813808777,False
27.717867,0.37,9.900940795143987,False
27.717867,0.38,8.892996514290287,False
27.717867,0.39,7.9801438859165135,False
27.717867,0.4,7.1546807967892905,False
27.717867,0.41000000000000003,6.409693311255163,False
27.717867,0.42000000000000004,5.739003331278112,False
27.717867,0.43000000000000005,5.13712099204759,False
27.717867,0.44000000000000006,4.599199101312587,False
27.717867,0.45000000000000007,4.12098542173269,False
27.717867,0.45999999999999996,3.698766501164644,False
27.717867,0.47,3.329294327503158,False
27.717867,0.48,3.00968526302328,False
27.717867,0.49,2.737281593590474,False
27.717867,0.5,2.509472891058315,False
27.717867,0.51,2.3234901634081075,False
27.717867,0.52,2.176208970348638,False
27.717867,0.53,2.064017713320114,False
27.717867,0.54,1.9828061543048379,False
27.717867,0.55,1.9280955884181328,False
27.717867,0.56,1.89527847151803,False
27.717867,0.5700000000000001,1.8798944804557964,False
27.717867,0.58,1.8778669851072343,False
27.717867,0.59,1.8856542360692703,False
27.717867,0.6,1.9003083674797858,False
27.717867,0.61,1.9194616641181521,False
27.717867,0.62,1.9412682256625304,False
27.717867,0.63,1.9643258150630554,False
27.717867,0.64,1.9875948405845607,False
27.717867,0.65,2.0103239056606084,False
27.717867,0.66,2.031985960655725,False
27.717867,0.67,2.052225853957247,False
27.717867,0.6799999999999999,2.070818435749427,False
27.717867,0.69,2.0876357093158906,False
27.717867,0.7,2.102621401036115,False
27.717867,0.71,2.115771448671085,False
27.717867,0.72,2.127119129792295,False
27.717867,0.73,2.136723788341673,False
27.717867,0.74,2.14466233189683,False
27.717867,0.75,2.1510228531493687,False
27.717867,0.76,2.1558998754395726,False
27.717867,0.77,2.1593908376565363,False
27.717867,0.78,2.161593523566862,False
27.717867,0.79,2.1626042097809286,False
27.717867,0.8,2.1625163595659798,False
27.717867,0.8099999999999999,2.161419730239136,False
27.717867,0.82,2.159399792833978,False
27.717867,0.83,2.1565373863978254,False
27.717867,0.84,2.152908547383122,False
27.717867,0.85,2.148584468472413,False
27.717867,0.86,2.1436315518295377,False
27.717867,0.87,2.138111529963571,False
27.717867,0.88,2.1320816337056145,False
27.717867,0.89,2.125594791670895,False
27.717867,0.9,2.1186998493436886,False
31.679969,0.1,126.06511086630353,False
31.679969,0.11,115.00848155149396,False
31.679969,0.12000000000000001,104.92436622606276,False
31.679969,0.13,95.72721610605704,False
31.679969,0.14,87.33900918662137,False
31.679969,0.15000000000000002,79.68858808550893,False
31.679969,0.16,72.71105614322563,False
31.679969,0.17,66.34722665475628,False
31.679969,0.18,60.54312055869274,False
31.679969,0.19,55.24950832079402,False
31.679969,0.2,50.421492124034835,False
31.679969,0.21000000000000002,46.01812481922932,False
31.679969,0.22,42.00206240225447,False
31.679969,0.23,38.339247068384765,False
31.679969,0.24000000000000002,34.998618153699674,False
31.679969,0.25,31.951848510146952,False
31.679969,0.26,29.173104076629386,False
31.679969,0.27,26.63882460527904,False
31.679969,0.28,24.327523681541205,False
31.679969,0.29000000000000004,22.21960634034525,False
31.679969,0.30000000000000004,20.29720272987234,False
31.679969,0.31,18.544016410503502,False
31.679969,0.32,16.94518600060254,False
31.679969,0.33,15.48715899390367,False
31.679969,0.33999999999999997,14.157576676394372,False
31.679969,0.35,12.94516916457948,False
31.679969,0.36,11.839659672683293,False
31.679969,0.37,10.831677194416232,False
31.679969,0.38,9.912676856067396,False
31.679969,0.39,9.07486726249176,False
31.679969,0.4,8.311144216598683,False
31.679969,0.41000000000000003,7.615030246732383,False
