x,psi_x,pi_x,psi_over_x,E_psi_x,pi_logx_over_x
10.0,7.832014180505469,4.0,0.7832014180505469,-0.21679858194945306,0.9210340371976183
50.0,49.48538079241837,15.0,0.9897076158483674,-0.010292384151632632,1.1736069016284438
100.0,94.0453112293574,25.0,0.940453112293574,-0.05954688770642605,1.151292546497023
200.0,206.14585682505478,46.0,1.030729284125274,0.03072928412527389,1.2186129943060484
500.0,501.6521166497476,95.0,1.0033042332994953,0.003304233299495195,1.1807755387002163
1000.0,996.6809122471755,168.0,0.9966809122471755,-0.0033190877528245437,1.160502886868999
2000.0,1994.451579978079,303.0,0.9972257899890395,-0.0027742100109604735,1.1515367226206255
